1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.4711720943450928
1.0,-3.0012009143829346
1.0,-3.000093460083008
1.0,-3.029489755630493
1.0,-2.7743046283721924
1.0,-2.665787696838379
1.0,-2.5513148307800293
1.0,-2.5683467388153076
1.0,-2.5170323848724365
1.0,-2.541654348373413
1.0,-2.6824750900268555
1.0,-2.5608949661254883
1.0,-2.646773338317871
1.0,-2.38197660446167
1.0,-2.4818739891052246
1.0,-2.5485892295837402
1.0,-2.57765793800354
1.0,-2.4533538818359375
1.0,-2.500781297683716
1.0,-2.4985430240631104
1.0,-2.534897804260254
1.0,-2.5859479904174805
1.0,-2.573103427886963
1.0,-2.756711483001709
1.0,-2.629105567932129
1.0,-2.6870510578155518
1.0,-2.7542262077331543
1.0,-2.628978729248047
1.0,-2.642611503601074
1.0,-2.8733255863189697
1.0,-2.6340391635894775
1.0,-2.7105214595794678
1.0,-2.653292655944824
1.0,-2.526742935180664
1.0,-2.3084490299224854
1.0,-2.2578749656677246
1.0,-2.2829344272613525
1.0,-2.1785240173339844
1.0,-2.3368380069732666
1.0,-2.5211946964263916
1.0,-2.586984634399414
1.0,-2.4127800464630127
1.0,-2.438284397125244
1.0,-2.7812931537628174
1.0,-2.760096311569214
1.0,-2.4576776027679443
1.0,-2.207298517227173
1.0,-2.367788076400757
1.0,-2.3670504093170166
1.0,-2.408107280731201
1.0,-2.4647440910339355
1.0,-2.4511075019836426
1.0,-2.3586997985839844
1.0,-2.3757433891296387
1.0,-2.7605960369110107
1.0,-2.6921591758728027
1.0,-2.352515697479248
1.0,-2.226335287094116
1.0,-2.335108995437622
1.0,-2.446131467819214
1.0,-2.4802608489990234
1.0,-2.452770709991455
1.0,-2.432839870452881
1.0,-2.2730934619903564
1.0,-2.3336093425750732
1.0,-2.6719846725463867
1.0,-2.6800858974456787
1.0,-2.4039783477783203
1.0,-2.1550374031066895
1.0,-2.2709262371063232
1.0,-2.3853821754455566
1.0,-2.4910147190093994
1.0,-3.1193318367004395
1.0,-3.301617383956909
1.0,-3.3437914848327637
1.0,-3.3651368618011475
1.0,-3.3225371837615967
1.0,-3.4061191082000732
1.0,-3.4167606830596924
1.0,-3.2545065879821777
1.0,-3.425292730331421
1.0,-3.290121078491211
1.0,-3.226294994354248
1.0,-3.131432056427002
1.0,-3.2992303371429443
1.0,-3.6158416271209717
1.0,-2.9757790565490723
1.0,-2.9264886379241943
1.0,-2.66833233833313
1.0,-2.672368049621582
1.0,-2.6923372745513916
1.0,-2.9168546199798584
1.0,-2.929150104522705
1.0,-2.8024091720581055
1.0,-2.7476370334625244
1.0,-2.738420009613037
1.0,-2.7579996585845947
1.0,-2.8237767219543457
1.0,-2.863121747970581
1.0,-2.849459648132324
1.0,-2.798255681991577
1.0,-2.7722585201263428
1.0,-2.7670810222625732
1.0,-2.72464656829834
1.0,-2.6491858959198
1.0,-2.615098476409912
1.0,-2.6197285652160645
1.0,-2.5919408798217773
1.0,-2.6220862865448
1.0,-2.6731810569763184
1.0,-2.679992914199829
1.0,-2.6872048377990723
1.0,-2.7020351886749268
1.0,-2.7039732933044434
1.0,-2.7076797485351562
1.0,-2.699606418609619
1.0,-2.6962645053863525
1.0,-2.6924774646759033
1.0,-2.712679862976074
1.0,-2.72491192817688
1.0,-2.7622478008270264
1.0,-2.7866711616516113
1.0,-2.8397326469421387
1.0,-2.8658173084259033
1.0,-2.853827476501465
1.0,-2.8318288326263428
1.0,-2.8568954467773438
1.0,-2.8342578411102295
1.0,-2.828585386276245
1.0,-2.8143773078918457
1.0,-2.8103437423706055
1.0,-2.804985761642456
1.0,-2.8013503551483154
1.0,-2.738997220993042
1.0,-2.7096810340881348
1.0,-2.5878419876098633
1.0,-2.6972198486328125
1.0,-2.7623021602630615
1.0,-2.6993443965911865
1.0,-2.696566581726074
1.0,-2.7119243144989014
1.0,-2.6724727153778076
1.0,-2.6802196502685547
1.0,-2.6660759449005127
1.0,-2.6924703121185303
1.0,-2.7022767066955566
1.0,-2.6191673278808594
1.0,-2.6287779808044434
1.0,-2.6495776176452637
1.0,-2.6319637298583984
1.0,-2.575730800628662
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
1.0,-2.1550374031066895
