0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.5427393913269043
0.0,-2.532914876937866
0.0,-2.5260374546051025
0.0,-2.5249218940734863
0.0,-2.532654047012329
0.0,-2.5186309814453125
0.0,-2.489076614379883
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
0.0,-2.4725005626678467
1.0,-2.4725005626678467
1.0,-2.4725005626678467
1.0,-2.4725005626678467
1.0,-2.4725005626678467
1.0,-2.4725005626678467
1.0,-2.4725005626678467
