0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.2695233821868896
0.0,-3.335690498352051
0.0,-3.4406232833862305
0.0,-3.444671392440796
0.0,-3.628628730773926
0.0,-3.541208267211914
0.0,-3.5540783405303955
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
0.0,-3.176126480102539
1.0,-3.176126480102539
1.0,-3.176126480102539
1.0,-3.176126480102539
1.0,-3.176126480102539
1.0,-3.176126480102539
